Weight,Length1,Length2,Length3,Height,Width
0.5757575757575758,0.5922330097087378,0.5927272727272727,0.6368243243243241,0.9225996308463833,0.7502960081190799
0.024242424242424242,0.10485436893203881,0.10363636363636361,0.12499999999999994,0.1403944603740292,0.1720230040595399
0.04181818181818182,0.17475728155339804,0.17818181818181814,0.19425675675675674,0.20720778240832105,0.25007047812359046
0.04727272727272727,0.19417475728155337,0.18909090909090906,0.20945945945945943,0.22330311226681215,0.2617275597654488
0.05272727272727273,0.2077669902912621,0.20727272727272725,0.22635135135135132,0.22568287614780075,0.2998139377537212
0.07272727272727272,0.21553398058252426,0.2109090909090909,0.22635135135135132,0.26047386322742416,0.3561400541271989
0.0,0.22330097087378636,0.21999999999999995,0.23648648648648646,0.27551861439699105,0.32476319350473615
0.06666666666666667,0.22524271844660193,0.22545454545454544,0.24155405405405406,0.25767038528957664,0.3309793640054128
0.07272727272727272,0.23106796116504852,0.22909090909090904,0.25168918918918914,0.254588300848589,0.316686400541272
0.09090909090909091,0.25048543689320385,0.24727272727272723,0.26858108108108103,0.236589159885307,0.38154036986919265
0.08787878787878788,0.2524271844660194,0.24727272727272723,0.2618243243243243,0.2847300419070615,0.3524188092016239
0.09696969696969697,0.2524271844660194,0.25636363636363635,0.2787162162162162,0.3079182289913284,0.3908293865584123
0.08484848484848485,0.2621359223300971,0.25636363636363635,0.27364864864864863,0.27986023240425806,0.3210137573297249
0.09696969696969697,0.26407766990291265,0.25636363636363635,0.27364864864864863,0.2711537791811291,0.38796797474064054
0.10242424242424242,0.2815533980582524,0.2836363636363636,0.31081081081081074,0.33699778275657916,0.39292963464140734
0.09757575757575758,0.2815533980582524,0.2727272727272727,0.3023648648648648,0.3010633481536515,0.3641745602165089
0.12121212121212122,0.283495145631068,0.27454545454545454,0.304054054054054,0.3290110629998955,0.43408885881822284
0.10909090909090909,0.312621359223301,0.3054545454545454,0.3226351351351351,0.3110061177344648,0.40290933694181336
0.17575757575757575,0.3203883495145631,0.31999999999999995,0.3445945945945945,0.4149147348014348,0.4861862877762743
0.16484848484848486,0.3398058252427184,0.33818181818181814,0.36824324324324326,0.3969910497660866,0.5252029769959405
0.23636363636363636,0.42718446601941745,0.4236363636363636,0.4425675675675675,0.4502165004701485,0.6071549391069013
0.16363636363636364,0.312621359223301,0.31999999999999995,0.3361486486486486,0.38610217893502663,0.4510599909788003
0.16363636363636364,0.32233009708737864,0.3290909090909091,0.3462837837837837,0.3724620688854579,0.451186851601263
0.18545454545454546,0.35145631067961164,0.3563636363636363,0.37162162162162155,0.4091800842784672,0.5122350022553002
0.32727272727272727,0.4077669902912621,0.4109090909090909,0.4256756756756756,0.5232926645229444,0.7772891294542175
0.48484848484848486,0.5087378640776699,0.509090909090909,0.5202702702702702,0.5823340259800565,0.7789242219215156
0.6060606060606061,0.5786407766990289,0.5745454545454546,0.5861486486486485,0.6167419291178621,0.7720737483085252
0.03333333333333333,0.11650485436893204,0.11454545454545453,0.13006756756756754,0.2971280312967972,0.1802689445196211
0.03636363636363636,0.1320388349514563,0.12909090909090906,0.14527027027027023,0.2814390025887188,0.17853518267929636
0.05454545454545454,0.17087378640776696,0.16909090909090904,0.1858108108108108,0.32949862438039074,0.22911028416779433
0.07272727272727272,0.19417475728155337,0.19272727272727272,0.21114864864864863,0.3867870865885795,0.2636586603518268
0.09090909090909091,0.21165048543689313,0.2109090909090909,0.22972972972972966,0.41584342314523526,0.31647496617050075
0.08484848484848485,0.22330097087378636,0.2236363636363636,0.2432432432432432,0.39522654191286577,0.3167004961659901
0.10303030303030303,0.22330097087378636,0.2236363636363636,0.2432432432432432,0.4450506715577587,0.3330514208389716
0.08787878787878788,0.23883495145631067,0.23818181818181813,0.25844594594594594,0.4648085160721126,0.29734720342805593
0.12121212121212122,0.2660194174757281,0.2654545454545454,0.2871621621621621,0.5001799333666114,0.36874154262516917
0.16545454545454547,0.30097087378640774,0.30181818181818176,0.3243243243243243,0.5432594639146535,0.4364569237708616
0.18181818181818182,0.3203883495145631,0.31999999999999995,0.3412162162162162,0.559511509931161,0.44914298601714037
0.003575757575757576,0.0,0.0,0.0,0.02226530304261519,0.05080063148398736
0.019393939393939394,0.09708737864077668,0.09636363636363632,0.09966216216216214,0.1044542214689528,0.1341339648173207
0.024242424242424242,0.12233009708737863,0.11999999999999997,0.1216216216216216,0.12163495582926064,0.1951398285972034
0.031212121212121212,0.14563106796116504,0.14181818181818176,0.14189189189189183,0.16623521354027604,0.22327469553450613
0.04242424242424243,0.15922330097087378,0.1636363636363636,0.16385135135135132,0.16597982424573093,0.2669570365358593
0.06060606060606061,0.16893203883495145,0.17454545454545453,0.17567567567567566,0.2028023170774178,0.32053450608930995
0.04727272727272727,0.18058252427184468,0.18727272727272723,0.179054054054054,0.20145571897890718,0.2925969778980605
0.048484848484848485,0.18834951456310678,0.19272727272727272,0.19256756756756754,0.22679730216036126,0.28227898060442036
0.051515151515151514,0.2,0.20363636363636364,0.2027027027027027,0.19788026885527554,0.2803901668921967
0.051515151515151514,0.2077669902912621,0.2109090909090909,0.20608108108108103,0.19465307686056904,0.24306495263870093
0.06666666666666667,0.22330097087378636,0.22909090909090904,0.23141891891891886,0.230088341478704,0.35343369418132614
0.0696969696969697,0.22330097087378636,0.22909090909090904,0.23141891891891886,0.24314802131339752,0.31854702300405957
0.07575757575757576,0.22330097087378636,0.22909090909090904,0.23141891891891886,0.230088341478704,0.3692912719891746
0.07878787878787878,0.229126213592233,0.23454545454545453,0.23648648648648646,0.27022509083732865,0.35047361299052776
0.07272727272727272,0.2427184466019417,0.24727272727272723,0.24831081081081074,0.25432130294974636,0.3326426477221471
0.07272727272727272,0.2427184466019417,0.24727272727272723,0.24831081081081074,0.22704108285060887,0.3492050067658999
0.07878787878787878,0.2427184466019417,0.24727272727272723,0.24831081081081074,0.25432130294974636,0.3492050067658999
0.08181818181818182,0.2427184466019417,0.24727272727272723,0.24831081081081074,0.24068119290017764,0.3492050067658999
0.06666666666666667,0.2427184466019417,0.24727272727272723,0.24831081081081074,0.22022102782582453,0.4154544429409112
0.07878787878787878,0.2524271844660194,0.25636363636363635,0.25675675675675674,0.23957837549191463,0.36315967523680653
0.09090909090909091,0.2524271844660194,0.25636363636363635,0.25675675675675674,0.29390664360423946,0.36315967523680653
0.08787878787878788,0.25631067961165044,0.26,0.2601351351351351,0.24522015718050216,0.3640054127198918
0.09090909090909091,0.2621359223300971,0.2654545454545454,0.2652027027027027,0.20257594929361644,0.36344158773116825
0.10303030303030303,0.27184466019417475,0.27454545454545454,0.27364864864864863,0.2638984014951883,0.3773962562020749
0.13636363636363635,0.2815533980582524,0.2836363636363636,0.28209459459459457,0.3229861973694903,0.3771143437077132
0.08787878787878788,0.2815533980582524,0.2836363636363636,0.28209459459459457,0.2697027036439409,0.39149188092016246
0.11393939393939394,0.29320388349514565,0.29454545454545455,0.29391891891891886,0.2905053225450704,0.4395297699594047
0.10909090909090909,0.30097087378640774,0.30181818181818176,0.29898648648648646,0.27344647852988635,0.37154657194406865
0.1193939393939394,0.3106796116504854,0.31272727272727274,0.3074324324324324,0.28049870564062085,0.4498477672530447
0.1321212121212121,0.3398058252427184,0.3290909090909091,0.3243243243243243,0.3157308196835495,0.4364569237708616
0.18181818181818182,0.3436893203883495,0.34363636363636363,0.3361486486486486,0.38277050950164265,0.5764687640956248
0.15757575757575756,0.3475728155339805,0.3472727272727273,0.339527027027027,0.31568438526635945,0.46337956698240873
0.1606060606060606,0.3475728155339805,0.3472727272727273,0.339527027027027,0.30897461198240134,0.46337956698240873
0.15151515151515152,0.3475728155339805,0.3472727272727273,0.339527027027027,0.3223941585503175,0.495968651330627
0.15151515151515152,0.35728155339805817,0.3563636363636363,0.3479729729729729,0.3535980869020118,0.4449424898511503
0.18181818181818182,0.3766990291262135,0.369090909090909,0.3597972972972973,0.33994636824814556,0.5057228236355436
0.19393939393939394,0.3941747572815533,0.3927272727272727,0.38513513513513514,0.3417108761013663,0.5249210645015787
0.3115151515151515,0.4466019417475728,0.4436363636363636,0.4256756756756756,0.4818499471808504,0.7006089309878214
0.336969696969697,0.4757281553398058,0.4745454545454545,0.4679054054054053,0.49499669154777526,0.7526922643211549
0.509090909090909,0.48543689320388345,0.48363636363636364,0.4814189189189188,0.5664998897182592,0.9511868516012629
0.41515151515151516,0.5145631067961165,0.5109090909090909,0.5101351351351351,0.5312445584667356,0.8198579161028416
0.42424242424242425,0.5145631067961165,0.5018181818181818,0.4983108108108107,0.5154626609242771,0.802492106450158
0.42424242424242425,0.5242718446601942,0.52,0.5168918918918919,0.5285745794783093,0.7353687415426251
0.41818181818181815,0.5262135922330098,0.52,0.5152027027027026,0.5132918519206435,0.7497462787550746
0.5454545454545454,0.5631067961165048,0.5563636363636364,0.5506756756756757,0.5460803547589473,0.9085757780784844
0.3939393939393939,0.5631067961165048,0.5563636363636364,0.5506756756756757,0.5460803547589473,0.6984945872801083
0.49696969696969695,0.5650485436893204,0.5563636363636364,0.5489864864864864,0.621228654678848,0.8885599909788002
0.5151515151515151,0.5708737864077669,0.5745454545454546,0.5658783783783783,0.5920504277770683,0.8540257104194857
0.5454545454545454,0.5728155339805825,0.5745454545454546,0.5692567567567566,0.5805230837096457,0.8707431213351375
0.6151515151515151,0.5728155339805825,0.5745454545454546,0.5675675675675675,0.6182974820937279,0.9042061344158774
0.49696969696969695,0.5747572815533981,0.5745454545454546,0.5692567567567566,0.5459874859245673,0.7868741542625171
0.6666666666666666,0.6116504854368932,0.6109090909090908,0.6047297297297296,0.6426407253055966,0.8204781235904377
0.6060606060606061,0.6271844660194175,0.629090909090909,0.6148648648648649,0.592294208467316,0.8781010374379792
0.6666666666666666,0.6330097087378641,0.629090909090909,0.6199324324324322,0.6259417480236351,0.8977362426702753
0.6060606060606061,0.6349514563106795,0.6381818181818182,0.6283783783783783,0.6312526844897438,1.0
0.6060606060606061,0.6524271844660194,0.6472727272727272,0.6385135135135134,0.6245661284143808,0.9230096977898061
0.12121212121212122,0.4368932038834951,0.43454545454545446,0.4391891891891891,0.22286198530350693,0.32814614343707715
0.18181818181818182,0.46990291262135914,0.46545454545454545,0.48986486486486475,0.23097639970746314,0.4384303112313939
0.18181818181818182,0.4893203883495146,0.48363636363636364,0.5067567567567566,0.24424503441951173,0.47034280559314395
0.18181818181818182,0.5300970873786406,0.5254545454545454,0.5236486486486485,0.2646761779831211,0.41895015787099693
0.2606060606060606,0.5436893203883495,0.5381818181818182,0.5354729729729728,0.3228120683050277,0.4974205006765901
0.20909090909090908,0.5533980582524272,0.5472727272727272,0.5439189189189189,0.27092160709517893,0.41291723049165546
0.27636363636363637,0.6310679611650485,0.62,0.6199324324324322,0.32223163809015243,0.4616176138926477
0.3090909090909091,0.6310679611650485,0.62,0.6199324324324322,0.29582206331332783,0.4808581416328372
0.32727272727272727,0.6330097087378641,0.629090909090909,0.6249999999999998,0.35160140696284087,0.575383400992332
0.30303030303030304,0.6699029126213591,0.6654545454545454,0.6621621621621621,0.30365787121414395,0.5424560216508796
0.34363636363636363,0.6932038834951457,0.6836363636363636,0.6739864864864864,0.351949665091766,0.538791159224177
0.4666666666666667,0.7242718446601941,0.72,0.7162162162162162,0.345448846685163,0.6101150202976997
0.5757575757575758,0.7922330097087378,0.7872727272727273,0.7820945945945945,0.4177820600629186,0.7222034280559315
0.7575757575757576,0.8640776699029127,0.8654545454545454,0.8597972972972971,0.5199435821831141,0.8368995263870096
0.9696969696969697,0.941747572815534,0.9381818181818181,0.9324324324324322,0.45689144794121406,0.7183694181326117
0.9393939393939394,0.941747572815534,0.9381818181818181,0.9324324324324322,0.45689144794121406,0.7183694181326117
1.0,1.0,0.9999999999999999,0.9999999999999998,0.5272395899840961,0.9066869643662607
0.0040606060606060606,0.03495145631067961,0.025454545454545452,0.0337837837837838,0.0006036474234702716,0.0
0.004545454545454545,0.04854368932038833,0.03818181818181815,0.047297297297297286,0.014139280034361462,0.015843482183130336
0.004242424242424242,0.05048543689320387,0.03999999999999998,0.047297297297297286,0.0,0.014208389715832215
0.005878787878787878,0.05631067961165048,0.047272727272727244,0.05405405405405406,0.027140916847567434,0.046853856562922847
0.00593939393939394,0.06213592233009707,0.050909090909090876,0.0608108108108108,0.020593664023774425,0.03236355435272889
0.005272727272727273,0.06407766990291264,0.052727272727272706,0.06418918918918917,0.014499146767584126,0.03349120433017591
0.006060606060606061,0.0737864077669903,0.0618181818181818,0.07263513513513511,0.028179886932194156,0.0332938655841227
0.006,0.0737864077669903,0.0618181818181818,0.07263513513513511,0.028179886932194156,0.016675124041497513
0.00593939393939394,0.07572815533980581,0.06545454545454543,0.07432432432432429,0.02762847822806265,0.014208389715832215
0.007393939393939394,0.07766990291262135,0.06909090909090906,0.07770270270270269,0.021011573778484602,0.048770861524582765
0.008121212121212121,0.0815533980582524,0.07272727272727272,0.07939189189189189,0.04072298387564864,0.03120771312584572
0.007393939393939394,0.08932038834951456,0.08363636363636362,0.08445945945945946,0.03184240158805708,0.029347090663058184
0.011939393939393939,0.1106796116504854,0.10727272727272727,0.10810810810810806,0.06642443379032538,0.14371898962562024
0.01206060606060606,0.12233009708737863,0.11999999999999997,0.12499999999999994,0.06987218926668447,0.11721921515561567
